text_form	form	lemma	pos
თუშეთს,	თუშეთს	თუშეთი	N+Top
რომელნი	რომელნი	რომელი (იგი)	PRO+Rel
კუალად	კუალად	კუალად	I+Adv
თრდატ	თრდატ	თრდატ	N+Ant
მეფემან	მეფემან	მეფჱ	N+Com
მოიყვანნა	მოიყვანნა	მოყვანება	V+Mas
და	და	და	I+Conj
მონათლნა.	მონათლნა	მონათლება	V+Mas
და	და	და	I+Conj
ნინო	ნინო	ნინო	N+Ant
ჩავიდა	ჩავიდა	ჩასლვა	V+Mas
კხუეთა	კხუეთა	კხოეთი	N+Top
და	და	და	I+Conj
დადგა	დადგა	დადგომა	V+Mas
კაწარეთს	კაწარეთს	კაწარეთი	N+Top
და	და	და	I+Conj
მონათლნა	მონათლნა	მონათლება	V+Mas
კხუნი	კხუნი	კხუჲ	A
და	და	და	I+Conj
სუჯნი	სუჯნი	სუჯი	A
ერითურთ	ერითურთ	ერი@ურთ	N+Com@I+Prep
მათით.	მათით	მათი	PRO+Pos3p
და	და	და	I+Conj
გარდავიდა	გარდავიდა	გარდასლვა	V+Mas
კახეთა	კახეთა	კახეთი	N+Top
და	და	და	I+Conj
დადგა	დადგა	დადგომა	V+Mas
იგი	იგი	იგი	PRO+Dem
ქველ-დაბას.	ქველ-დაბას	ქველდაბაჲ	N+Com
და	და	და	I+Conj
მოიყვანნა	მოიყვანნა	მოყვანება	V+Mas
კახნი	კახნი	კახი	A
მთავარნი,	მთავარნი	მთავარი	V+Part
ამათვე	ამათვე	ესევე	PRO+Dem
მეფეთა	მეფეთა	მეფჱ	N+Com
ნათესავნი,	ნათესავნი	ნათესავი	V+Part
და	და	და	I+Conj
ნათელ-სცა	ნათელ-სცა	ნათლისცემა	V+Mas
და	და	და	I+Conj
განიშორა	განიშორა	განშორება	V+Mas
ნათლვაჲ	ნათლვაჲ	ნათლვაჲ	N+Com
მათი.	მათი	მათი	PRO+Pos3p
და	და	და	I+Conj
დასნეულდა	დასნეულდა	დასნეულება	V+Mas
და	და	და	I+Conj
წარემართა	წარემართა	წარმართება	V+Mas
მცხეთად	მცხეთად	მცხეთა	N+Top
და	და	და	I+Conj
ვითარცა	ვითარცა	ვითარცა	I+Conj
მიიწია	მიიწია	მიწევნა	V+Mas
კხუეთა,	კხუეთა	კხოეთი	N+Top
დაბასა,	დაბასა	დაბაჲ	N+Com
რომელსა	რომელსა	რომელი (იგი)	PRO+Rel
ეწოდების	ეწოდების	წოდება	V+Mas
ბოდისი.	ბოდისი	ბოდ	N+Top
ვერღარა	ვერღარა	ვერღარა	I+Part
უძლო	უძლო	ძლება	V+Mas
სლვად.	სლვად	სლვაჲ	N+Com
და	და	და	I+Conj
მო-ხოლო-ვიდეს	მო-ხოლო-ვიდეს	მოსლვა@ხოლო	V+Mas@I+Conj
უჟარმით	უჟარმით	უჟარმაჲ	N+Top
ქალაქით	ქალაქით	ქალაქი	N+Com
რევ,	რევ	რევ	N+Ant
ძჱ	ძჱ	ძჱ	N+Com
მეფისაჲ,	მეფისაჲ	მეფჱ	N+Com
და	და	და	I+Conj
სალომჱ,	სალომჱ	სალომე	N+Ant
ცოლი	ცოლი	ცოლი	N+Com
მისი,	მისი	მისი	PRO+Pos3s
და	და	და	I+Conj
ასული	ასული	ასული	N+Com
მათი	მათი	მათი	PRO+Pos3p
და	და	და	I+Conj
ზედა	ზედა	ზედა	I+Prep
დაადგეს	დაადგეს	დადგომა	V+Mas
მოურნედ.	მოურნედ	მოურნჱ	V+Part
და	და	და	I+Conj
მოუვლინეს	მოუვლინეს	მოვლინება	V+Mas
მეფემან	მეფემან	მეფჱ	N+Com
[და	და	და	I+Conj
ცოლმან]	ცოლმან	ცოლი	N+Com
მისმან	მისმან	მისი	PRO+Pos3s
ნანა	ნანა	ნანა	N+Ant
დედოფალმან	დედოფალმან	დედოფალი	N+Com
იოვანე	იოვანე	იოვანე	N+Ant
მთავრებისკოპოსი	მთავრებისკოპოსი	მთავრეპისკოპოსი	N+Com
კითხვად	კითხვად	კითხვაჲ	N+Com
და	და	და	I+Conj
წარყვანებად.	წარყვანებად	წარყვანებაჲ	N+Com
ხოლო	ხოლო	ხოლო	I+Conj
მან	მან	იგი	PRO+Dem
არა	არა	არა	I+Part
ინება,	ინება	ნება	V+Mas
არამედ	არამედ	არამედ	I+Conj
დაჰვედრა	დაჰვედრა	დავედრება	V+Mas
იაკობ	იაკობ	იაკობ	N+Ant
მღდელი	მღდელი	მღდელი	N+Com
მეფესა	მეფესა	მეფჱ	N+Com
და	და	და	I+Conj
ებისკოპოსსა,	ებისკოპოსსა	ეპისკოპოსი	N+Com
რაჲთა	რაჲთა	რაჲთა	I+Conj
შემდგომად	შემდგომად	შემდგომი	V+Part
მისსა	მისსა	მისი	PRO+Pos3s
მან	მან	იგი	PRO+Dem
დაიპყრას	დაიპყრას	დაპყრობა	V+Mas
საყდარი	საყდარი	საყდარი	N+Com
მცხეთისაჲ.	მცხეთისაჲ	მცხეთა	N+Top
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
წინაშე	წინაშე	წინაშე	I+Prep
მისცა	მისცა	მიცემა	V+Mas
წიგნი	წიგნი	წიგნი	N+Com
სალომეს	სალომეს	სალომე	N+Ant
ელენე	ელენე	ელენე	N+Ant
დედოფლისაჲ,	დედოფლისაჲ	დედოფალი	N+Com
რომელი	რომელი	რომელი (იგი)	PRO+Rel
მოეწერა	მოეწერა	მოწერა	V+Mas
ნინოჲსა,	ნინოჲსა	ნინო	N+Ant
დედოფლობით	დედოფლობით	დედოფლობაჲ	N+Com
და	და	და	I+Conj
მოციქულობით	მოციქულობით	მოციქულობაჲ	N+Com
და	და	და	I+Conj
მახარებლობით	მახარებლობით	მახარებლობაჲ	N+Com
შემკობილი,	შემკობილი	შემკობილი	V+Part
და	და	და	I+Conj
ძელი	ძელი	ძელი	N+Com
ცხორებისაჲ	ცხორებისაჲ	ცხორებაჲ	N+Com
წარსცა	წარსცა	წარცემა	V+Mas
ნანა	ნანა	ნანა	N+Ant
დედოფალსა.	დედოფალსა	დედოფალი	N+Com
და	და	და	I+Conj
შეწირა	შეწირა	შეწირვა	V+Mas
ჟამი	ჟამი	ჟამი	N+Com
იოვანჱ	იოვანჱ	იოვანე	N+Ant
და	და	და	I+Conj
აზიარა	აზიარა	ზიარება	V+Mas
ნინოჲ	ნინოჲ	ნინო	N+Ant
განმაცხოველებელსა	განმაცხოველებელსა	განმაცხოველებელი	V+Part
ჴორცსა	ჴორცსა	ჴორცი	N+Com
და	და	და	I+Conj
სისხლსა	სისხლსა	სისხლი	N+Com
ქრისტჱსსა,	ქრისტჱსსა	ქრისტე	N+Ant
და	და	და	I+Conj
წარიღო	წარიღო	წარღება	V+Mas
ესე	ესე	ესე	PRO+Dem
საგზლად	საგზლად	საგზალი	N+Com
საუკუნოდ.	საუკუნოდ	საუკუნოჲ	A
და	და	და	I+Conj
შეჰვედრა	შეჰვედრა	შევედრება	V+Mas
სული	სული	სული	N+Com
თჳსი	თჳსი	თჳსი	PRO+Pos3s
ჴელთა	ჴელთა	ჴელი	N+Com
ღმრთისათა	ღმრთისათა	ღმერთი	N+Com
ქართლს	ქართლს	ქართლი	N+Top
მოსლვითგან	მოსლვითგან	მოსლვაჲ@გან	N+Com@I+Prep
მისით	მისით	მისი	PRO+Pos3s
ოცდამეხუთმეტესა	ოცდამეხუთმეტესა	ოცდამეხუთმეტი	NUM+Car
წელსა	წელსა	წელი	N+Com
და	და	და	I+Conj
ქრისტჱს	ქრისტჱს	ქრისტე	N+Ant
ამაღლებითგან	ამაღლებითგან	აღმაღლებაჲ@გან	N+Com@I+Prep
სამას	სამას	სამასი	NUM+Car
ოცდათურამეტსა	ოცდათურამეტსა	ოცდათერვამეტი	NUM+Car
წელსა,	წელსა	წელი	N+Com
დასაბამითგან	დასაბამითგან	დასაბამი@გან	N+Com@I+Prep
ხუთ	ხუთ	ხუთი	NUM+Car
ათას	ათას	ათასი	NUM+Car
რვაას	რვაას	რვაჲ	NUM+Car
ოცდათურამეტსა	ოცდათურამეტსა	ოცდათერვამეტი	NUM+Car
წელსა.	წელსა	წელი	N+Com
მაშინ	მაშინ	მაშინ	I+Adv
შეიძრნეს	შეიძრნეს	შეძრვა	V+Mas
ორნი	ორნი	ორი	NUM+Car
ესე	ესე	ესე	PRO+Dem
ქალაქნი,	ქალაქნი	ქალაქი	N+Com
მცხეთაჲ	მცხეთაჲ	მცხეთა	N+Top
და	და	და	I+Conj
უჟარმაჲ,	უჟარმაჲ	უჟარმაჲ	N+Top
და	და	და	I+Conj
ყოველი	ყოველი	ყოველი	A
ქართლი	ქართლი	ქართლი	N+Top
სიკუდილსა	სიკუდილსა	სიკუდილი	N+Com
მისსა.	მისსა	მისი	PRO+Pos3s
და	და	და	I+Conj
მოვიდეს	მოვიდეს	მოსლვა	V+Mas
და	და	და	I+Conj
დაჰმარხეს	დაჰმარხეს	დამარხვა	V+Mas
ძლევითშემოსილი	ძლევითშემოსილი	ძლევითშემოსილი	V+Part
გუამი	გუამი	გუამი	N+Com
[მი]სი	მისი	მისი	PRO+Pos3s
ადგილსავე	ადგილსავე	ადგილი@ვე	N+Com@I+Part
ზედა	ზედა	ზედა	I+Prep
ბოდს,	ბოდს	ბოდ	N+Top
სოფელსა	სოფელსა	სოფელი	N+Com
კხუეთისასა.	კხუეთისასა	კხოეთი	N+Top
და	და	და	I+Conj
წარვიდა	წარვიდა	წარსლვა	V+Mas
მირიან	მირიან	მირიან	N+Ant
მეფე	მეფე	მეფჱ	N+Com
და	და	და	I+Conj
ყოველი	ყოველი	ყოველი	A
ერი,	ერი	ერი	N+Com
რამეთუ	რამეთუ	რამეთუ	I+Conj
იქმოდეს	იქმოდეს	ქმნა	V+Mas
ეკლესიასა	ეკლესიასა	ეკლესიაჲ	N+Com
ზემოსა	ზემოსა	ზემოჲ	A
ქვითა.	ქვითა	ქვაჲ	N+Com
და	და	და	I+Conj
გაიშორეს	გაიშორეს	განშორება	V+Mas
მეოთხესა	მეოთხესა	მეოთხჱ	NUM+Ord
წელსა.	წელსა	წელი	N+Com
და	და	და	I+Conj
მეოცდაერთესა	მეოცდაერთესა	მეოცდაერთჱ	NUM+Ord
წელსა	წელსა	წელი	N+Com
მოკუდა	მოკუდა	მოკუდომა	V+Mas
მირიან	მირიან	მირიან	N+Ant
მეფჱ	მეფჱ	მეფჱ	N+Com
და	და	და	I+Conj
დაეფლა	დაეფლა	დაფლვა	V+Mas
საშოვალსა	საშოვალსა	საშოვალი	V+Part
ეკლესიასა,	ეკლესიასა	ეკლესიაჲ	N+Com
სუეტსა	სუეტსა	სუეტი	N+Com
სამხრითსა,	სამხრითსა	სამხარი	N+Com
ჩრდილოჲთ	ჩრდილოჲთ	ჩრდილოჲ	N+Com
კერძოსა.	კერძოსა	კერძოჲ	A
და	და	და	I+Conj
მას	მას	იგი	PRO+Dem
სუეტსა	სუეტსა	სუეტი	N+Com
შინა	შინა	შინა	I+Prep
არს	არს	ყოფა	V+Mas
ნაწილი	ნაწილი	ნაწილი	V+Part
სუეტისა	სუეტისა	სუეტი	N+Com
მის	მის	იგი	PRO+Dem
ნათლისა	ნათლისა	ნათელი	V+Part
მის	მის	იგი	PRO+Dem
ცხოველისაჲ.	ცხოველისაჲ	ცხოველი	V+Part
და	და	და	I+Conj
მეორესა	მეორესა	მეორჱ	NUM+Ord
წელსა	წელსა	წელი	N+Com
მოკუდა	მოკუდა	მოკუდომა	V+Mas
ნანა	ნანა	ნანა	N+Ant
დედოფალი	დედოფალი	დედოფალი	N+Com
და	და	და	I+Conj
დაეფლა	დაეფლა	დაფლვა	V+Mas
დასავალით	დასავალით	დასავალი	V+Part
კერძო,	კერძო	კერძოჲ	A
სადა	სადა	სადა	I+Adv
მირიან	მირიან	მირიან	N+Ant
მეფჱ	მეფჱ	მეფჱ	N+Com
დაფლულ	დაფლულ	დაფლული	V+Part
იყო.	იყო	ყოფა	V+Mas
და	და	და	I+Conj
მეორე	მეორე	მეორჱ	NUM+Ord
დაჯდა	დაჯდა	დაჯდომა	V+Mas
ბაკურ	ბაკურ	ბაკურ	N+Ant
მეფე,	მეფე	მეფჱ	N+Com
ძჱ	ძჱ	ძჱ	N+Com
რევისი.	რევისი	რევ	N+Ant
და	და	და	I+Conj
მოკუდა	მოკუდა	მოკუდომა	V+Mas
იოვანე	იოვანე	იოვანე	N+Ant
ებისკოპოსი	ებისკოპოსი	ეპისკოპოსი	N+Com
და	და	და	I+Conj
დაჯდა	დაჯდა	დაჯდომა	V+Mas
მღდელი,	მღდელი	მღდელი	N+Com
რომელი	რომელი	რომელი (იგი)	PRO+Rel
ენება	ენება	ნება	V+Mas
ნინოს,	ნინოს	ნინო	N+Ant
მთავარებისკოპოსად.	მთავარებისკოპოსად	მთავარეპისკოპოსი	N+Com
და	და	და	I+Conj
ოც	ოც	ოცი	NUM+Car
და	და	და	I+Conj
მესამესა	მესამესა	მესამჱ	NUM+Ord
წელსა	წელსა	წელი	N+Com
აღმართებითგან	აღმართებითგან	აღმართებაჲ@გან	N+Com@I+Prep
პატიოსნისა	პატიოსნისა	პატიოსანი	A
ჯუარისა	ჯუარისა	ჯუარი	N+Com
შექმნა	შექმნა	შექმნა	V+Mas
კუბაჲ	კუბაჲ	კუბაჲ	N+Com
რევ.	რევ	რევ	N+Ant
და	და	და	I+Conj
შეიქმნა	შეიქმნა	შექმნა	V+Mas
საფლავი	საფლავი	საფლავი	V+Part
ქუემოსა	ქუემოსა	ქუემოჲ	A
ეკლესიასა	ეკლესიასა	ეკლესიაჲ	N+Com
და	და	და	I+Conj
მოკუდა	მოკუდა	მოკუდომა	V+Mas
რევ	რევ	რევ	N+Ant
და	და	და	I+Conj
დაემარხა	დაემარხა	დამარხვა	V+Mas
ცოლითურთ.	ცოლითურთ	ცოლი@ურთ	N+Com@I+Prep
და	და	და	I+Conj
შემდგომად	შემდგომად	შემდგომი	V+Part
მისა	მისა	იგი	PRO+Dem
მეათესა	მეათესა	მეათჱ	NUM+Ord
წელსა	წელსა	წელი	N+Com
ამან	ამან	ესე	PRO+Dem
ბაკურ	ბაკურ	ბაკურ	N+Ant
მეფჱმან	მეფჱმან	მეფჱ	N+Com
დაიწყო	დაიწყო	დაწყება	V+Mas
წილკნისა	წილკნისა	წილკანი	N+Top
ეკლესიასა	ეკლესიასა	ეკლესიაჲ	N+Com
და	და	და	I+Conj
გაჲშორა	გაჲშორა	გარშორება	V+Mas
ოცდამეთერთმეტესა	ოცდამეთერთმეტესა	ოცდამეთერთმეტი	NUM+Car
წელსა.	წელსა	წელი	N+Com
და	და	და	I+Conj
მოკუდა	მოკუდა	მოკუდომა	V+Mas
და	და	და	I+Conj
დაეფლა	დაეფლა	დაფლვა	V+Mas
ქუემოსავე	ქუემოსავე	ქუემოჲ@ვე	A@I+Part
ეკლესიასა.	ეკლესიასა	ეკლესიაჲ	N+Com
და	და	და	I+Conj
მესამჱ	მესამჱ	მესამჱ	NUM+Ord
დაჯდა	დაჯდა	დაჯდომა	V+Mas
მეფედ	მეფედ	მეფჱ	N+Com
ძმაჲ	ძმაჲ	ძმაჲ	N+Com
მისი	მისი	მისი	PRO+Pos3s
თრდატ	თრდატ	თრდატ	N+Ant
და	და	და	I+Conj
მთავარებისკოპოსი	მთავარებისკოპოსი	მთავარეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
ნერსეს	ნერსეს	ნერსე	N+Ant
სომეხთა	სომეხთა	სომეხი	A
კათალიკოზისა	კათალიკოზისა	კათალიკოზი	N+Com
მთავარდიაკონი	მთავარდიაკონი	მთავარდიაკონი	N+Com
იობ.	იობ	იობ	N+Ant
და	და	და	I+Conj
მეფემან	მეფემან	მეფჱ	N+Com
რუჲსთავისა	რუჲსთავისა	რუჲსთავი	N+Com
რუჲ	რუჲ	რუჲ	N+Com
გამოიღო	გამოიღო	გამოღება	V+Mas
⁅და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
ზევე⁆	ზევე	ზე@ვე	I+Prep@I+Part
და	და	და	I+Conj
ეკლესიისა	ეკლესიისა	ეკლესიაჲ	N+Com
საძირკუველი	საძირკუველი	საძირკუველი	V+Part
დადვა,	დადვა	დადება	V+Mas
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
ზევე	ზევე	ზე@ვე	I+Prep@I+Part
კახეთს	კახეთს	კახეთი	N+Top
ნეკრესისა	ნეკრესისა	ნეკრესი	N+Top
ეკლესიაჲ	ეკლესიაჲ	ეკლესიაჲ	N+Com
აღაშჱნა	აღაშჱნა	აღშჱნება	V+Mas
გასრულებით.	გასრულებით	განსრულებაჲ	N+Com
და	და	და	I+Conj
მეოთხჱ	მეოთხჱ	მეოთხჱ	NUM+Ord
მისა	მისა	იგი	PRO+Dem
შემდგომად	შემდგომად	შემდგომი	V+Part
დაჯდა	დაჯდა	დაჯდომა	V+Mas
ვარას-ბაკურ	ვარას-ბაკურ	ვარაზ-ბაკურ	N+Ant
მეფედ	მეფედ	მეფჱ	N+Com
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
ზე	ზე	ზე	I+Prep
სპარსთა	სპარსთა	სპარსი	A
მეფისა	მეფისა	მეფჱ	N+Com
მარზაპანნი	მარზაპანნი	მარზაპანი	N+Com
სივნიეთა	სივნიეთა	სივნიეთა	N+Top
შემოვიდეს	შემოვიდეს	შემოსლვა	V+Mas
და	და	და	I+Conj
იგი	იგი	იგი	PRO+Dem
ჴიდრად	ჴიდრად	ჴიდარი	N+Top
უკმოჯდა.	უკმოჯდა	უკმოჯდომა	V+Mas
მთავარებისკოპოსი	მთავარებისკოპოსი	მთავარეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
იგივე	იგივე	იგივე	PRO+Ind
იობ.	იობ	იობ	N+Ant
მაშინ	მაშინ	მაშინ	I+Adv
მოვიდა	მოვიდა	მოსლვა	V+Mas
ქარზამ	ქარზამ	ქარზამ	N+Ant
ხუარ	ხუარ	ხუარ	N+Ant
ბარზადურ,	ბარზადურ	ბარზადურ	N+Ant
სპარსთა	სპარსთა	სპარსი	A
მეფისა	მეფისა	მეფჱ	N+Com
პიტიახში,	პიტიახში	პიტიახში	N+Com
ტფილის,	ტფილის	ტფილისი	N+Top
კალა⁅ა⁆დ	კალაად	კალად	N+Com
ციხედ	ციხედ	ციხჱ	N+Com
და	და	და	I+Conj
ქართლი	ქართლი	ქართლი	N+Top
მისსა	მისსა	მისი	PRO+Pos3s
ხარკსა	ხარკსა	ხარკი	N+Com
შედგა	შედგა	შედგომა	V+Mas
და	და	და	I+Conj
სომხითი	სომხითი	სომხითი	N+Top
და	და	და	I+Conj
სივნიეთი	სივნიეთი	სივნიეთა	N+Top
და	და	და	I+Conj
გუასპურაგანი.	გუასპურაგანი	გუასპურაგანი	N+Top
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
ზე	ზე	ზე	I+Prep
აღაშჱნეს	აღაშჱნეს	აღშჱნება	V+Mas
აზნაურთა	აზნაურთა	აზნაური	A
ეკლესიაჲ	ეკლესიაჲ	ეკლესიაჲ	N+Com
იგი	იგი	იგი	PRO+Dem
წმიდაჲ	წმიდაჲ	წმიდაჲ	A
მცხეთას	მცხეთას	მცხეთა	N+Top
და	და	და	I+Conj
დაამოთაულეს	დაამოთაულეს	დამოთმალვა	V+Mas
დიდსა	დიდსა	დიდი	A
მას	მას	იგი	PRO+Dem
ეკლესიასა	ეკლესიასა	ეკლესიაჲ	N+Com
სოფლებითა	სოფლებითა	სოფელი	N+Com
და	და	და	I+Conj
ქარდაგებითა	ქარდაგებითა	ქარდაგი	N+Com
ქართლს	ქართლს	ქართლი	N+Top
შინა.	შინა	შინა	I+Prep
მეხუთე	მეხუთე	მეხუთჱ	NUM+Ord
ამისა	ამისა	ესე	PRO+Dem
შემდგომად	შემდგომად	შემდგომი	V+Part
მეფო[ბ]და	მეფობდა	მეფობა	V+Mas
[ბაკურ],	ბაკურ	ბაკურ	N+Ant
ძჱ	ძჱ	ძჱ	N+Com
თრდატისი.	თრდატისი	თრდატ	N+Ant
მთავარებისკოპოსი	მთავარებისკოპოსი	მთავარეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
ელია	ელია	ელია	N+Ant
და	და	და	I+Conj
ამან	ამან	ესე	PRO+Dem
აღაშჱნა	აღაშჱნა	აღშჱნება	V+Mas
ეკლესიაჲ	ეკლესიაჲ	ეკლესიაჲ	N+Com
ბოლნისისაჲ	ბოლნისისაჲ	ბოლნისი	N+Top
და	და	და	I+Conj
იმიერით	იმიერით	იმიერით	I+Adv
გავიდა	გავიდა	განსლვა	V+Mas
და	და	და	I+Conj
გაახლნა	გაახლნა	განახლება	V+Mas
არმაზნი	არმაზნი	არმაზ (top)	N+Top
სპარსთა	სპარსთა	სპარსი	A
შიშისათჳს.	შიშისათჳს	შიში@თჳს	N+Com@I+Prep
მეექუსე	მეექუსე	მეექუსჱ	NUM+Ord
ამისა	ამისა	ესე	PRO+Dem
შემდგომად	შემდგომად	შემდგომი	V+Part
მეფობდა	მეფობდა	მეფობა	V+Mas
ფარსმან,	ფარსმან	ფარსმან	N+Ant
დისწული	დისწული	დისწული	N+Com
თრდატისი,	თრდატისი	თრდატ	N+Ant
და	და	და	I+Conj
მთავარებისკოპოსი	მთავარებისკოპოსი	მთავარეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
სიმონ.	სიმონ	სიმონ	N+Ant
და	და	და	I+Conj
მეშჳდე	მეშჳდე	მეშჳდჱ	NUM+Ord
მეფობდა	მეფობდა	მეფობა	V+Mas
მირდატ.	მირდატ	მირდატ	N+Ant
და	და	და	I+Conj
წარიყვანა	წარიყვანა	წარყვანება	V+Mas
პიტიახშმან	პიტიახშმან	პიტიახში	N+Com
ვარაშ	ვარაშ	ვარაშ	N+Ant
ბაღდადს	ბაღდადს	ბაღდადი	N+Top
და	და	და	I+Conj
მუნ	მუნ	მუნ	I+Adv
მოკუდა.	მოკუდა	მოკუდომა	V+Mas
და	და	და	I+Conj
შემდგომად	შემდგომად	შემდგომი	V+Part
მისსა	მისსა	მისი	PRO+Pos3s
მერვე	მერვე	მერვჱ	NUM+Ord
მეფობდა	მეფობდა	მეფობა	V+Mas
არჩილ	არჩილ	არჩილ	N+Ant
და	და	და	I+Conj
მთავარებისკოპოსი	მთავარებისკოპოსი	მთავარეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
იონა.	იონა	იონა	N+Ant
და	და	და	I+Conj
დაეცა	დაეცა	დაცემა	V+Mas
ქუემოჲ	ქუემოჲ	ქუემოჲ	A
ეკლესიაჲ,	ეკლესიაჲ	ეკლესიაჲ	N+Com
და	და	და	I+Conj
იონა	იონა	იონა	N+Ant
მიიცვალა	მიიცვალა	მიცვალება	V+Mas
გარეუბნისა	გარეუბნისა	გარეუბანი	N+Com
ეკლესიასა	ეკლესიასა	ეკლესიაჲ	N+Com
და	და	და	I+Conj
სუეტი	სუეტი	სუეტი	N+Com
იგი	იგი	იგი	PRO+Dem
ცხოველი	ცხოველი	ცხოველი	V+Part
თანა	თანა	თანა	I+Prep
წარმოიღო.	წარმოიღო	წარმოღება	V+Mas
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
ზე	ზე	ზე	I+Prep
აზნაურთა	აზნაურთა	აზნაური	A
აღაშჱნეს	აღაშჱნეს	აღშჱნება	V+Mas
სტეფანე-წმიდაჲ	სტეფანე-წმიდაჲ	სტეფანე@წმიდაჲ	N+Ant@A
არაგუსა	არაგუსა	არაგვი	N+Top
ზედა	ზედა	ზედა	I+Prep
და	და	და	I+Conj
მოგუნი	მოგუნი	მოგჳ	N+Com
მოგუთას	მოგუთას	მოგჳ	N+Com
მოგობდეს	მოგობდეს	მოგობა	V+Mas
ცეცხლის	ცეცხლის	ცეცხლი	N+Com
მსახურებასა.	მსახურებასა	მსახურებაჲ	N+Com
და	და	და	I+Conj
მის	მის	იგი	PRO+Dem
ზევე,	ზევე	ზე@ვე	I+Prep@I+Part
არჩილისსა,	არჩილისსა	არჩილ	N+Ant
ოთხნი	ოთხნი	ოთხი	NUM+Car
მთავარებისკოპოსნი	მთავარებისკოპოსნი	მთავარეპისკოპოსი	N+Com
გარდაიცვალნეს.	გარდაიცვალნეს	გარდაცვალება	V+Mas
მეცხრჱ	მეცხრჱ	მეცხრჱ	NUM+Ord
მეფობდა	მეფობდა	მეფობა	V+Mas
მირდატ	მირდატ	მირდატ	N+Ant
და	და	და	I+Conj
მთავარებისკოპოსი	მთავარებისკოპოსი	მთავარეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
ბოლონქონ.	ბოლონქონ	ბოლონქონ	N+Ant
და	და	და	I+Conj
ესე	ესე	ესე	PRO+Dem
მთავრებისკოპოსი	მთავრებისკოპოსი	მთავრეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
ერისთავადცა	ერისთავადცა	ერისთავი@ცა	N+Com@I+Part
ბარაზბოდ	ბარაზბოდ	ბარაზბოდ	N+Ant
პიტიახშისაგან	პიტიახშისაგან	პიტიახში@გან	N+Com@I+Prep
ქართლს	ქართლს	ქართლი	N+Top
და	და	და	I+Conj
ჰერეთს.	ჰერეთს	ჰერეთი	N+Top
შემდგომად	შემდგომად	შემდგომი	V+Part
მისსა	მისსა	მისი	PRO+Pos3s
მეათე	მეათე	მეათჱ	NUM+Ord
მეფობდა	მეფობდა	მეფობა	V+Mas
ვახტანგ	ვახტანგ	ვახტანგ	N+Ant
გორგასალი	გორგასალი	გორგასალი	A
და	და	და	I+Conj
მთავარებისკოპოსი	მთავარებისკოპოსი	მთავარეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
იოველ.	იოველ	იოველ	N+Ant
მაშინ	მაშინ	მაშინ	I+Adv
წარიყვანეს	წარიყვანეს	წარყვანება	V+Mas
ვახტა[ნ]გ	ვახტანგ	ვახტანგ	N+Ant
გორგასარი	გორგასარი	გორგასალი	A
სპარ[ს]თა	სპარსთა	სპარსი	A
და	და	და	I+Conj
შემდგომად	შემდგომად	შემდგომი	V+Part
რავდნისამე	რავდნისამე	რაოდნი@მე	PRO+Int@I+Part
ჟამისა	ჟამისა	ჟამი	N+Com
მოიქცა,	მოიქცა	მოქცევა	V+Mas
და	და	და	I+Conj
მთავარებისკოპოსი	მთავარებისკოპოსი	მთავარეპისკოპოსი	N+Com
იყო	იყო	ყოფა	V+Mas
მიქაელ.	მიქაელ	მიქაელ	N+Ant
ამან	ამან	ესე	PRO+Dem
მიამთხჳა	მიამთხჳა	მიმთხუევა	V+Mas
ფერჴი	ფერჴი	ფერჴი	N+Com
ვახტა[ნ]გ	ვახტანგ	ვახტანგ	N+Ant
გორგასარსა	გორგასარსა	გორგასალი	A
და	და	და	I+Conj
განაძო	განაძო	განძება	V+Mas
ეკლესიისაგან.	ეკლესიისაგან	ეკლესიაჲ@გან	N+Com@I+Prep
მაშინ	მაშინ	მაშინ	I+Adv
მეფე	მეფე	მეფჱ	N+Com
აღივსო	აღივსო	აღვსება	V+Mas
გ[უ]ლის	გულის	გული	N+Com
წყრომითა	წყრომითა	წყრომაჲ	N+Com
მრავლითა	მრავლითა	მრავალი	A
და	და	და	I+Conj
ექცა	ექცა	ქცევა	V+Mas
ფერი	ფერი	ფერი	N+Com
პირისა	პირისა	პირი	N+Com
მისისა[ჲ]	მისისაჲ	მისი	PRO+Pos3s
და	და	და	I+Conj
განიზრ[ა]ხვიდა	განიზრახვიდა	განზრახვა	V+Mas
მრავალთა	მრავალთა	მრავალი	A
ბოროტთა	ბოროტთა	ბოროტი	A
დამჴობად	დამჴობად	დამჴობაჲ	N+Com
ქრისტე[ა]ნობისა.	ქრისტეანობისა	ქრისტეანობაჲ	N+Com
