text_form	form	lemma	pos
τῶν	τῶν	ὁ	DET
κατειπεῖν	κατειπεῖν	καταγορεύω	V
ᾑρημένων	ᾑρημένων	αἱρέω	V
ἐκείνου	ἐκείνου	ἐκεῖνος	PRO+Dem
σαφέστατος	σαφέστατος	σαφής	A
ἔλεγχος	ἔλεγχος	ἔλεγχος (ὁ)	N+Com
καὶ	καί	καί	I+Part
τοὺς	τούς	ὁ	DET
ἀδικίαν	ἀδικίαν	ἀδικία	N+Com
κατ´	κατ´	κατά	I+Prep
ἐκείνου	ἐκείνου	ἐκεῖνος	PRO+Dem
λαλοῦντας	λαλοῦντας	λαλέω	V
ὅτι	ὅτι	ὅτι	I+Conj
μὴ	μή	μή	I+Neg
προδοσίαν	προδοσίαν	προδοσία	N+Com
ἐσκέψατο,	ἐσκέψατο	σκέπτομαι	V
μηδὲ	μηδέ	μηδέ	I+Part
τῶν	τῶν	ὁ	DET
σφίσι	σφίσι	σφεῖς	PRO+Per3p
δοκούντων	δοκούντων	δοκέω	V
συνιέντας	συνιέντας	συνίημι	V
βαθύτερον,	βαθύτερον	βαθύς	A
ἐνδίκως	ἐνδίκως	ἐνδίκως	I+Adv
ἐπιστομίζει.	ἐπιστομίζει	ἐπιστομίζω	V
Οἶμαι	οἶμαι	οἴομαι (–ω)	V
γὰρ	γάρ	γάρ	I+Part
ἐγώ,	ἐγώ	ἐγώ	PRO+Per1s
δεῖξαι	δεῖξαι	δείκνυμι	V
βουληθεὶς	βουληθείς	βούλομαι	V
ὁ	ὁ	ὁ	DET
θεὸς	θεός	θεός	N+Com
οἷος	οἷος	οἷος	PRO+Rel
μὲν	μέν	μέν	I+Part
ὁ	ὁ	ὁ	DET
ἱερὸς	ἱερός	ἱερός	A
ἐκεῖνος	ἐκεῖνος	ἐκεῖνος	PRO+Dem
ἀνὴρ	ἀνήρ	ἀνήρ	N+Com
καὶ	καί	καί	I+Part
τίνων	τίνων	τίς	PRO+Int
ἄξιος	ἄξιος	ἄξιος	A
ἦν,	ἦν	εἰμί	V
οἷοι	οἷοι	οἷος	PRO+Rel
δ´	δ´	δέ	I+Part
ἡμεῖς	ἡμεῖς	ἡμεῖς	PRO+Per1p
καὶ	καί	καί	I+Part
τίνας	τίνας	τίς	PRO+Int
εἰσπραχθῆναι	εἰσπραχθῆναι	εἰσπράσσω	V
δίκας	δίκας	δίκη	N+Com
δίκαιοι	δίκαιοι	δίκαιος	A
ἦμεν,	ἦμεν	εἰμί	V
διὰ	διά	διά	I+Prep
τοῦτο	τοῦτο	οὗτος	PRO+Dem
τὰ	τά	ὁ	DET
καθ´	καθ´	κατά	I+Prep
ἑκάτερον	ἑκάτερον	ἑκάτερος	PRO+Ind
μέρος	μέρος	μέρος	N+Com
οὕτως	οὕτως	οὕτως	I+Adv
ᾠκονόμησε	ᾠκονόμησε	οἰκονομέω	V
συμφερόντως].	συμφερόντως	συμφερόντως	I+Adv
[Τούτου	τούτου	οὗτος	PRO+Dem
οὖν	οὖν	οὖν	I+Part
τοῦ	τοῦ	ὁ	DET
δεινοῦ,	δεινοῦ	δεινός	A
τῆς	τῆς	ὁ	DET
τελευτῆς	τελευτῆς	τελευτή	N+Com
ἐκείνου	ἐκείνου	ἐκεῖνος	PRO+Dem
φημί,	φημι	φημί	V
προστεθειμένου	προστεθειμένου	προστίθημι	V
τοῖς	τοῖς	ὁ	DET
ἄλλοις	ἄλλοις	ἄλλος	PRO+Ind
καὶ	καί	καί	I+Part
πάντων	πάντων	πᾶς	A
τῶν	τῶν	ὁ	DET
ἐν	ἐν	ἐν	I+Prep
τῇ	τῇ	ὁ	DET
πόλει,	πόλει	πόλις	N+Com
ἀνδρῶν,	ἀνδρῶν	ἀνήρ	N+Com
γυναικῶν,	γυναικῶν	γυνή	N+Com
παίδων,	παίδων	παῖς	N+Com
Λατίνων	λατίνων	Λατῖνος η ον	A
τε	τε	τε	I+Part
καὶ	καί	καί	I+Part
αὐτῶν	αὐτῶν	αὐτός	PRO+Dem
Ἰουδαίων,	ἰουδαίων	Ἰουδαῖος α ον	A
ἐλεεινῶς	ἐλεεινῶς	ἐλεεινῶς	I+Adv
πρὸς	πρός	πρός	I+Prep
ἀλλήλους	ἀλλήλους	ἀλλήλων	PRO+Rec
διομιλούντων	διομιλούντων	διομιλέω	V
καὶ	καί	καί	I+Part
τὰ	τά	ὁ	DET
μὲν	μέν	μέν	I+Part
ἄλλα,	ἄλλα	ἄλλος	PRO+Ind
ὅσα	ὅσα	ὅσος	PRO+Rel
τούτους	τούτους	οὗτος	PRO+Dem
ἐπίεζε	ἐπίεζε	πιέζω	V
δηλονότι	δηλονότι	δηλονότι	I+Adv
τῇ	τῇ	ὁ	DET
λήθῃ	λήθῃ	λήθη	N+Com
παραπεμπόντων,	παραπεμπόντων	παραπέμπω	V
τὴν	τήν	ὁ	DET
τοῦ	τοῦ	ὁ	DET
ποιμένος	ποιμένος	ποιμήν	N+Com
δὲ	δέ	δέ	I+Part
στέρησιν	στέρησιν	στέρησις	N+Com
ἐπὶ	ἐπί	ἐπί	I+Prep
νοῦν	νοῦν	νόος	N+Com
λαμβανόντων	λαμβανόντων	λαμβάνω	V
καὶ	καί	καί	I+Part
συνεχῶς	συνεχῶς	συνεχῶς	I+Adv
προφερόντων,	προφερόντων	προφέρω	V
τῆς	τῆς	ὁ	DET
τοῦ	τοῦ	ὁ	DET
Θεοῦ	θεοῦ	θεός	N+Com
τε	τε	τε	I+Part
παιδείας,	παιδείας	παιδεία	N+Com
ὡς	ὡς	ὡς (ὅς)	I+Conj
προὔφην,	προὔφην	πρόφημι	V
καὶ	καί	καί	I+Part
τῆς	τῆς	ὁ	DET
γεγενημένης	γεγενημένης	γίγνομαι	V
ἁλώσεως	ἁλώσεως	ἅλωσις	N+Com
καὶ	καί	καί	I+Part
λεγόντων	λεγόντων	λέγω	V
σημεῖον	σημεῖον	σημεῖον	N+Com
τοῦτο	τοῦτο	οὗτος	PRO+Dem
καὶ	καί	καί	I+Part
πιστευόντων,	πιστευόντων	πιστεύω	V
οὕτως	οὕτως	οὕτως	I+Adv
οὖν	οὖν	οὖν	I+Part
διατεθέντων	διατεθέντων	διατίθημι	V
καὶ]	καί	καί	I+Part
ὀλίγου	ὀλίγου	ὀλίγος	A
δή	δή	δή	I+Part
τινος	τινος	τις	PRO+Ind
ἐν	ἐν	ἐν	I+Prep
τῷ	τῷ	ὁ	DET
μεταξὺ	μεταξύ	μεταξύ	I+AdvPr
παρεληλυθότος	παρεληλυθότος	παρέρχομαι	V
τοῦ	τοῦ	ὁ	DET
χρόνου,	χρόνου	χρόνος	N+Com
χεῖρον	χεῖρον	χείρων	A
ἢ	ἤ	ἤ (καί)	I+Part
πρότερον	πρότερον	πρότερος	A
ἔσχε	ἔσχε	ἔχω	V
τὰ	τά	ὁ	DET
πράγματα	πράγματα	πρᾶγμα	N+Com
καὶ	καί	καί	I+Part
σύγχυσις	σύγχυσις	σύγχυσις	N+Com
πανταχοῦ,	πανταχοῦ	πανταχοῦ	I+Adv
ἄλλων	ἄλλων	ἄλλος	PRO+Ind
ἄλλα	ἄλλα	ἄλλος	PRO+Ind
βουλευομένων	βουλευομένων	βουλεύω	V
καὶ	καί	καί	I+Part
μηδὲν	μηδέν	μηδείς	PRO+Ind
ἐν	ἐν	ἐν	I+Prep
ταὐτῷ	ταὐτῷ	ὁ@αὐτός	DET@PRO+Dem
συνελθεῖν	συνελθεῖν	συνέρχομαι	V
δυναμένων.	δυναμένων	δύναμαι	V
Καὶ	καί	καί	I+Part
παραπλήσιόν	παραπλήσιον	παραπλήσιος	A
τι	τι	τις	PRO+Ind
τοῖς	τοῖς	ὁ	DET
ἐπὶ	ἐπί	ἐπί	I+Prep
νηὸς	νηός	ναῦς	N+Com
χειμαζομένοις	χειμαζομένοις	χειμάζω	V
ἐπάσχομεν,	ἐπάσχομεν	πάσχω	V
ὅταν	ὅταν	ὅταν	I+Conj
ὁ	ὁ	ὁ	DET
κυβερνήτης	κυβερνήτης	κυβερνήτης	N+Com
ἀπῇ·	ἀπῇ	ἄπειμι (εἰμί)	V
πάντα	πάντα	πᾶς	A
γὰρ	γάρ	γάρ	I+Part
ἐκεῖ	ἐκεῖ	ἐκεῖ	I+Adv
ταράχου	ταράχου	τάραχος	N+Com
μεστὰ	μεστά	μεστός	A
καὶ	καί	καί	I+Part
ἡ	ἡ	ὁ	DET
ναῦς,	ναῦς	ναῦς	N+Com
οὐκ	οὐκ	οὐ	I+Neg
ἔχουσα	ἔχουσα	ἔχω	V
τὸν	τόν	ὁ	DET
ἰθύνοντα	ἰθύνοντα	ἰθύνω	V
ταῖς	ταῖς	ὁ	DET
τῶν	τῶν	ὁ	DET
ἀνέμων	ἀνέμων	ἄνεμος	N+Com
βίαις	βίαις	βία (βίαιος)	N+Com
τοῦ	τοῦ	ὁ	DET
πρόσω	πρόσω	πρόσω	I+AdvPr
χωρεῖν	χωρεῖν	χωρέω	V
ἀκινδύνως,	ἀκινδύνως	ἀκινδύνως	I+Adv
οὐ	οὐ	οὐ	I+Neg
συγχωρεῖται.	συγχωρεῖται	συγχωρέω	V
Τῶν	τῶν	ὁ	DET
μὲν	μέν	μέν	I+Part
οὖν	οὖν	οὖν	I+Part
δὴ	δή	δή	I+Part
πλειόνων	πλειόνων	πλείων	A
δυσχεραινόντων	δυσχεραινόντων	δυσχεραίνω	V
ὅτι	ὅτι	ὅτι	I+Conj
μὴ	μή	μή	I+Neg
σφίσιν	σφίσιν	σφεῖς	PRO+Per3p
ἐξῆν	ἐξῆν	ἔξειμι (εἰμί)	V
προδοῦναι	προδοῦναι	προδίδωμι	V
τὴν	τήν	ὁ	DET
πόλιν	πόλιν	πόλις	N+Com
τοῖς	τοῖς	ὁ	DET
Τούρκοις,	τούρκοις	Τοῦρκος	A
[δεδιότων	δεδιότων	δείδω	V
ἴσως	ἴσως	ἴσως	I+Adv
ὃ	ὅ	ὅς ἥ ὅ	PRO+Rel
γέγονεν	γέγονεν	γίγνομαι	V
ὕστερον,]	ὕστερον	ὕστερος	A
ἄγγελος	ἄγγελος	ἄγγελος	N+Com
ἧκε	ἧκε	ἥκω	V
τὸν	τόν	ὁ	DET
Μουράτην	μουράτην	Μουράτης	N+Ant
ἐφ´	ἐφ´	ἐπί	I+Prep
ἡμᾶς	ἡμᾶς	ἡμεῖς	PRO+Per1p
κεκινῆσθαι	κεκινῆσθαι	κινέω	V
μηνύων,	μηνύων	μηνύω	V
πλεῖστον	πλεῖστον	πλείων	A
ὅσον	ὅσον	ὅσος	PRO+Rel
στρατὸν	στρατόν	στρατός	N+Com
συναγείραντα	συναγείραντα	συναγείρω	V
καὶ	καί	καί	I+Part
διὰ	διά	διά	I+Prep
πάντων	πάντων	πᾶς	A
καλῶς	καλῶς	καλῶς	I+Adv
παρεσκευασμένον.	παρεσκευασμένον	παρασκευάζω	V
Τοῖς	τοῖς	ὁ	DET
μὲν	μέν	μέν	I+Part
οὖν	οὖν	οὖν	I+Part
δεκτέα	δεκτέα	δέχομαι	V
πως	πως	πως	I+Adv
ἔδοξεν	ἔδοξεν	δοκέω	V
ἡ	ἡ	ὁ	DET
ἀγγελία	ἀγγελία	ἀγγελία	N+Com
καὶ	καί	καί	I+Part
πιθανή,	πιθανή	πιθανός	A
τοῖς	τοῖς	ὁ	DET
δὲ	δέ	δέ	I+Part
μή,	μή	μή	I+Neg
καὶ	καί	καί	I+Part
μάλιστα	μάλιστα	μάλα	I+Adv
Λατίνοις,	λατίνοις	Λατῖνος η ον	A
εἴτε	εἴτε	εἴτε	I+Conj
μεγαλοψυχεῖν	μεγαλοψυχεῖν	μεγαλοψυχέω	V
προσποιουμένοις	προσποιουμένοις	προσποιέω	V
εἴτε	εἴτε	εἴτε	I+Conj
πεῖραν	πεῖραν	πεῖρα	N+Com
οὐκ	οὐκ	οὐ	I+Neg
ἐσχηκόσι	ἐσχηκόσι	ἔχω	V
τῶν	τῶν	ὁ	DET
Τούρκων,	τούρκων	Τοῦρκος	A
ᾧ	ᾧ	ὅς ἥ ὅ	PRO+Rel
καὶ	καί	καί	I+Part
μᾶλλον	μᾶλλον	μάλα	I+Adv
ἔγωγε	ἔγωγε	ἔγωγε	PRO+Per1s
πείθομαι.	πείθομαι	πείθω	V
Πόθεν	πόθεν	πόθεν	I+Adv
γὰρ	γάρ	γάρ	I+Part
εἴδησις	εἴδησις	εἴδησις	N+Com
τούτοις	τούτοις	οὗτος	PRO+Dem
ἐν	ἐν	ἐν	I+Prep
θαλάττῃ	θαλάττῃ	θάλασσα	N+Com
καὶ	καί	καί	I+Part
γεννωμένοις	γεννωμένοις	γεννάω	V
καὶ	καί	καί	I+Part
εἰς	εἰς	εἰς	I+Prep
γῆρας	γῆρας	γῆρας	N+Com
διαιτωμένοις,	διαιτωμένοις	διαιτάω	V
πρὸς	πρός	πρός	I+Prep
συμπλοκάς	συμπλοκάς	συμπλοκή	N+Com
τε	τε	τε	I+Part
καὶ	καί	καί	I+Part
μάχας,	μάχας	μάχη	N+Com
αἷς	αἷς	ὅς ἥ ὅ	PRO+Rel
τὸ	τό	ὁ	DET
τῶν	τῶν	ὁ	DET
Τούρκων	τούρκων	Τοῦρκος	A
κέχρηται	κέχρηται	χράομαι (–άω)	V
γένος,	γένος	γένος	N+Com
ἔχουσιν	ἔχουσιν	ἔχω	V
οὐκ	οὐκ	οὐ	I+Neg
ἐπιτηδείως	ἐπιτηδείως	ἐπιτηδείως	I+Adv
καὶ	καί	καί	I+Part
μηδὲ	μηδέ	μηδέ	I+Part
δυναμένοις	δυναμένοις	δύναμαι	V
ἢ	ἤ	ἤ (καί)	I+Part
διὰ	διά	διά	I+Prep
τριηρῶν	τριηρῶν	τριήρης	A
ἀπελθεῖν	ἀπελθεῖν	ἀπέρχομαι	V
εἰς	εἰς	εἰς	I+Prep
ὑπερορίαν,	ὑπερορίαν	ὑπερόριος	A
ἡνίκ´	ἡνίκ´	ἡνίκα	I+Conj
ἂν	ἄν	ἄν	I+Part
καὶ	καί	καί	I+Part
ἔνθα	ἔνθα	ἔνθα	I+Adv
βούλοιντο;	βούλοιντο	βούλομαι	V
Μικρὸν	μικρόν	μικρός	A
τὸ	τό	ὁ	DET
μεταξὺ	μεταξύ	μεταξύ	I+AdvPr
καὶ	καί	καί	I+Part
πάλιν	πάλιν	πάλιν	I+Adv
ἕτερος	ἕτερος	ἕτερος	PRO+Ind
ἄγγελος	ἄγγελος	ἄγγελος	N+Com
ταὐτὰ	ταὐτά	ὁ@αὐτός	DET@PRO+Dem
τῷ	τῷ	ὁ	DET
προτέρῳ	προτέρῳ	πρότερος	A
καὶ	καί	καί	I+Part
αὐτὸς	αὐτός	αὐτός	PRO+Dem
διαγγέλλων	διαγγέλλων	διαγγέλλω	V
καὶ	καί	καί	I+Part
τοὺς	τούς	ὁ	DET
λόγους	λόγους	λόγος	N+Com
ὅρκοις	ὅρκοις	ὅρκος	N+Com
πιστούμενος	πιστούμενος	πιστόω	V
ἀσφαλέσιν,	ἀσφαλέσιν	ἀσφαλής	A
ἐφ´	ἐφ´	ἐπί	I+Prep
οἷς	οἷς	ὅς ἥ ὅ	PRO+Rel
ἐπείσθημεν	ἐπείσθημεν	πείθω	V
μὲν	μέν	μέν	I+Part
ἡμεῖς,	ἡμεῖς	ἡμεῖς	PRO+Per1p
μηδὲν	μηδέν	μηδείς	PRO+Ind
ἄλλο	ἄλλο	ἄλλος	PRO+Ind
παρ´	παρ´	παρά	I+Prep
αὐτὸ	αὐτό	αὐτός	PRO+Dem
προσδοκῶντες	προσδοκῶντες	προσδοκάω	V
(τοῦτο	τοῦτο	οὗτος	PRO+Dem
γὰρ	γάρ	γάρ	I+Part
ὁ	ὁ	ὁ	DET
πολυετὴς	πολυετής	πολυετής	A
ἡμᾶς	ἡμᾶς	ἡμεῖς	PRO+Per1p
ἐδίδασκε	ἐδίδασκε	διδάσκω	V
συγκλεισμὸς	συγκλεισμός	συγκλεισμός	N+Com
καὶ	καί	καί	I+Part
τὰ	τά	ὁ	DET
πράγματα),	πράγματα	πρᾶγμα	N+Com
ἐπείσθησαν	ἐπείσθησαν	πείθω	V
δὲ	δέ	δέ	I+Part
καὶ	καί	καί	I+Part
Λατῖνοι	λατῖνοι	Λατῖνος η ον	A
καὶ	καί	καί	I+Part
πρὸς	πρός	πρός	I+Prep
παρασκευὴν	παρασκευήν	παρασκευή	N+Com
δεῖν	δεῖν	δέω (δεήσω)	V
ἔδοξε	ἔδοξε	δοκέω	V
τούτοις	τούτοις	οὗτος	PRO+Dem
διεγηγέρθαι.	διεγηγέρθαι	διεγείρω	V
Καὶ	καί	καί	I+Part
δὴ	δή	δή	I+Part
πρῶτον	πρῶτον	πρῶτος	NUM+Ord
μέν,	μέν	μέν	I+Part
οὗπερ	οὗπερ	ὅσπερ	PRO+Rel
ἤρξαντο	ἤρξαντο	ἄρχω	V
πρότερον	πρότερον	πρότερος	A
ἔργου,	ἔργου	ἔργον	N+Com
πρὸς	πρός	πρός	I+Prep
τελείωσιν	τελείωσιν	τελείωσις	N+Com
σπουδαιότερον	σπουδαιότερον	σπουδαῖος	A
διετέθησαν.	διετέθησαν	διατίθημι	V
Τὸ	τό	ὁ	DET
δ´	δ´	δέ	I+Part
ἦν	ἦν	εἰμί	V
ἡ	ἡ	ὁ	DET
περὶ	περί	περί	I+Prep
τὰς	τάς	ὁ	DET
ἐπάλξεις	ἐπάλξεις	ἔπαλξις	N+Com
αὐτῶν	αὐτῶν	αὐτός	PRO+Dem
ἐπιμέλεια·	ἐπιμέλεια	ἐπιμέλεια	N+Com
μικρὸν	μικρόν	μικρός	A
γὰρ	γάρ	γάρ	I+Part
πρόσθεν	πρόσθεν	πρόσθεν	I+AdvPr
διὰ	διά	διά	I+Prep
φροντίδος	φροντίδος	φροντίς	N+Com
πολλῆς	πολλῆς	πολύς	A
πεποιήκεσαν	πεποιήκεσαν	ποιέω	V
τὰς	τάς	ὁ	DET
ἐπάλξεις	ἐπάλξεις	ἔπαλξις	N+Com
τοῦ	τοῦ	ὁ	DET
τείχους	τείχους	τεῖχος	N+Com
παντὸς	παντός	πᾶς	A
διαφράξαι	διαφράξαι	διαφράσσω	V
σανίσιν,	σανίσιν	σανίς	N+Com
ὡς	ὡς	ὡς (ὅς)	I+Conj
ἐν	ἐν	ἐν	I+Prep
ἀσπίσι,	ἀσπίσι	ἀσπίς	N+Com
τοὺς	τούς	ὁ	DET
μὲν	μέν	μέν	I+Part
ἔξω	ἔξω	ἔξω	I+AdvPr
πολεμίους	πολεμίους	πολέμιος	A
ἀπειργούσαις	ἀπειργούσαις	ἀπείργω	V
τοῦ	τοῦ	ὁ	DET
βέλεσι	βέλεσι	βέλος	N+Com
τιτρώσκειν	τιτρώσκειν	τιτρώσκω	V
τοὺς	τούς	ὁ	DET
ἔνδον	ἔνδον	ἔνδον	I+AdvPr
δεῆσαν	δεῆσαν	δέω (δεήσω)	V
προκῦψαι,	προκῦψαι	προκύπτω	V
τοῖς	τοῖς	ὁ	DET
δ´	δ´	δέ	I+Part
ἐπὶ	ἐπί	ἐπί	I+Prep
τῶν	τῶν	ὁ	DET
τειχῶν	τειχῶν	τεῖχος	N+Com
ἱσταμένοις	ἱσταμένοις	ἵστημι	V
πολλὴν	πολλήν	πολύς	A
τὴν	τήν	ὁ	DET
ἄδειαν	ἄδειαν	ἄδεια (δέος)	N+Com
παρεχούσαις	παρεχούσαις	παρέχω	V
ἀφανῶς	ἀφανῶς	ἀφανῶς	I+Adv
λίθοις	λίθοις	λίθος	N+Com
ἄνωθεν	ἄνωθεν	ἄνωθεν	I+AdvPr
βάλλειν	βάλλειν	βάλλω	V
τοὺς	τούς	ὁ	DET
ἐπιόντας	ἐπιόντας	ἔπειμι (εἶμι)	V
καὶ	καί	καί	I+Part
τῷ	τῷ	ὁ	DET
προστυχόντι	προστυχόντι	προστυγχάνω	V
παντὶ	παντί	πᾶς	A
προσπελάσαι	προσπελάσαι	προσπελάζω	V
τοῖς	τοῖς	ὁ	DET
τείχεσι	τείχεσι	τεῖχος	N+Com
βουληθέντας.	βουληθέντας	βούλομαι	V
Ἔπειτα	ἔπειτα	ἔπειτα	I+Adv
δὲ	δέ	δέ	I+Part
δεῖν	δεῖν	δέω (δεήσω)	V
ἀριθμῆσαι	ἀριθμῆσαι	ἀριθμέω	V
τοὺς	τούς	ὁ	DET
ἄνδρας	ἄνδρας	ἀνήρ	N+Com
ᾠήθησαν	ᾠήθησαν	οἴομαι (–ω)	V
καὶ	καί	καί	I+Part
καταμαθεῖν,	καταμαθεῖν	καταμανθάνω	V
εἰ	εἰ	εἰ	I+Conj
πρὸς	πρός	πρός	I+Prep
τὰς	τάς	ὁ	DET
τοῦ	τοῦ	ὁ	DET
ὅλου	ὅλου	ὅλος	A
τείχους	τείχους	τεῖχος	N+Com
ἐπάλξεις	ἐπάλξεις	ἔπαλξις	N+Com
καὶ	καί	καί	I+Part
τὸν	τόν	ὁ	DET
περίβολον	περίβολον	περίβολος (ὁ)	N+Com
τὸν	τόν	ὁ	DET
πρὸς	πρός	πρός	I+Prep
ἤπειρον	ἤπειρον	ἤπειρος	N+Com
ἐξαρκοῦσι.	ἐξαρκοῦσι	ἐξαρκέω	V
Καὶ	καί	καί	I+Part
δὴ	δή	δή	I+Part
στῆναι	στῆναι	ἵστημι	V
πάντας	πάντας	πᾶς	A
ἐπὶ	ἐπί	ἐπί	I+Prep
τῶν	τῶν	ὁ	DET
τειχῶν	τειχῶν	τεῖχος	N+Com
μεθ´	μεθ´	μετά	I+Prep
ὧν	ὧν	ὅς ἥ ὅ	PRO+Rel
εἶχεν	εἶχεν	ἔχω	V
ἕκαστος	ἕκαστος	ἕκαστος	PRO+Ind
ἐπιτρέπουσιν	ἐπιτρέπουσιν	ἐπιτρέπω	V
ὅπλων,	ὅπλων	ὅπλον	N+Com
ὡς	ὡς	ὡς (ὅς)	I+Conj
ἂν	ἄν	ἄν	I+Part
καὶ	καί	καί	I+Part
μάρτυρας	μάρτυρας	μάρτυς	N+Com
τοὺς	τούς	ὁ	DET
ἰδίους	ἰδίους	ἴδιος	A
ἔχωσιν	ἔχωσιν	ἔχω	V
ὀφθαλμούς.	ὀφθαλμούς	ὀφθαλμός	N+Com
Οὗ	οὗ	ὅς ἥ ὅ	PRO+Rel
δὴ	δή	δή	I+Part
γεγονότος	γεγονότος	γίγνομαι	V
ἦν	ἦν	εἰμί	V
ἰδεῖν	ἰδεῖν	ὁράω	V
ἐπὶ	ἐπί	ἐπί	I+Prep
δύο	δύο	δύο	NUM+Car
καὶ	καί	καί	I+Part
τρεῖς	τρεῖς	τρεῖς	NUM+Car
ἐπάλξεις	ἐπάλξεις	ἔπαλξις	N+Com
ἕνα	ἕνα	εἷς	NUM+Car
ἄνδρα	ἄνδρα	ἀνήρ	N+Com
ἱστάμενον	ἱστάμενον	ἵστημι	V
καὶ	καί	καί	I+Part
τούτων	τούτων	οὗτος	PRO+Dem
τοὺς	τούς	ὁ	DET
πλείους	πλείους	πλείων	A
μήθ´	μήθ´	μήτε	I+Part
ὅπλα	ὅπλα	ὅπλον	N+Com
κεκτημένους	κεκτημένους	κτάομαι	V
(προανάλωσε	προανάλωσε	προαναλίσκω	V
γὰρ	γάρ	γάρ	I+Part
ἡ	ἡ	ὁ	DET
πενία)	πενία	πενία	N+Com
μήτε	μήτε	μήτε	I+Part
πρὸς	πρός	πρός	I+Prep
μάχην	μάχην	μάχη	N+Com
ἐπιτηδείους	ἐπιτηδείους	ἐπιτήδειος	A
καὶ	καί	καί	I+Part
πόλεμον·	πόλεμον	πόλεμος	N+Com
τοῖς	τοῖς	ὁ	DET
γὰρ	γάρ	γάρ	I+Part
συνεχέσι	συνεχέσι	συνεχής	A
κακοῖς	κακοῖς	κακός	A
καὶ	καί	καί	I+Part
τῇ	τῇ	ὁ	DET
περὶ	περί	περί	I+Prep
τὸ	τό	ὁ	DET
ζῆν	ζῆν	ζάω	V
ἀπορίᾳ	ἀπορίᾳ	ἀπορία	N+Com
περιῄρηνται	περιῄρηνται	περιαιρέω	V
καὶ	καί	καί	I+Part
τὸ	τό	ὁ	DET
δύνασθαι.	δύνασθαι	δύναμαι	V
Οἱ	οἱ	ὁ	DET
Λατῖνοι	λατῖνοι	Λατῖνος η ον	A
δ´	δ´	δέ	I+Part
ὅμως,	ὅμως	ὅμως	I+Part
ἄλλως	ἄλλως	ἄλλως	I+Adv
οὐκ	οὐκ	οὐ	I+Neg
ἔχοντες	ἔχοντες	ἔχω	V
διαπράξασθαι	διαπράξασθαι	διαπράσσω	V
(ἄνδρας	ἄνδρας	ἀνήρ	N+Com
γὰρ	γάρ	γάρ	I+Part
ἑτέρους	ἑτέρους	ἕτερος	PRO+Ind
μαχίμους	μαχίμους	μάχιμος	A
οὐκ	οὐκ	οὐ	I+Neg
εἶχον	εἶχον	ἔχω	V
παρὰ	παρά	παρά	I+Prep
τοὺς	τούς	ὁ	DET
ὄντας	ὄντας	εἰμί	V
τῇ	τῇ	ὁ	DET
πόλει),	πόλει	πόλις	N+Com
δεῖν	δεῖν	δέω (δεήσω)	V
ἐξ	ἐξ	ἐκ	I+Prep
ἀνάγκης	ἀνάγκης	ἀνάγκη	N+Com
ᾤοντο	ᾤοντο	οἴομαι (–ω)	V
πάντας	πάντας	πᾶς	A
γοῦν	γοῦν	γοῦν	I+Part
ἑτοίμως	ἑτοίμως	ἑτοίμως	I+Adv
ἔχειν	ἔχειν	ἔχω	V
πρὸς	πρός	πρός	I+Prep
πόλεμον.	πόλεμον	πόλεμος	N+Com
[Μεταστῆσαι	μεταστῆσαι	μεθίστημι	V
δὲ	δέ	δέ	I+Part
καὶ	καί	καί	I+Part
τὴν	τήν	ὁ	DET
ἀγορὰν	ἀγοράν	ἀγορά	N+Com
πρὸς	πρός	πρός	I+Prep
φυλακὴν	φυλακήν	φυλακή	N+Com
ἀκριβεστέραν	ἀκριβεστέραν	ἀκριβής	A
τῆς	τῆς	ὁ	DET
πόλεως	πόλεως	πόλις	N+Com
δέον	δέον	δέω (δεήσω)	V
κεκρίκασιν,	κεκρίκασιν	κρίνω	V
εἰ	εἰ	εἰ	I+Conj
καὶ	καί	καί	I+Part
πέρας	πέρας	πέρας	N+Com
ἴσως	ἴσως	ἴσως	I+Adv
τοῦτο	τοῦτο	οὗτος	PRO+Dem
λαβεῖν	λαβεῖν	λαμβάνω	V
οὐκ	οὐκ	οὐ	I+Neg
ἔσχεν,	ἔσχεν	ἔχω	V
ἐπιθεμένων	ἐπιθεμένων	ἐπιτίθημι	V
αἴφνης	αἴφνης	αἴφνης	I+Adv
τῶν	τῶν	ὁ	DET
πολεμίων	πολεμίων	πολέμιος	A
καὶ	καί	καί	I+Part
θᾶττον	θᾶττον	ταχύς	A
ἢ	ἤ	ἤ (καί)	I+Part
πάντες	πάντες	πᾶς	A
προσεδοκῶμεν·	προσεδοκῶμεν	προσδοκέω	V
«ἂν	ἄν	ἐάν	I+Conj
γὰρ	γάρ	γάρ	I+Part
τὴν	τήν	ὁ	DET
πόλιν»,	πόλιν	πόλις	N+Com
ἔφησαν,	ἔφησαν	φημί	V
«κυκλώσωσι	κυκλώσωσι	κυκλόω	V
μὲν	μέν	μέν	I+Part
οἱ	οἱ	ὁ	DET
πολέμιοι	πολέμιοι	πολέμιος	A
καὶ	καί	καί	I+Part
τοῦ	τοῦ	ὁ	DET
πολεμεῖν	πολεμεῖν	πολεμέω	V
συνεχῶς	συνεχῶς	συνεχῶς	I+Adv
γίνωνται,	γίνωνται	γίγνομαι	V
ἡμεῖς	ἡμεῖς	ἡμεῖς	PRO+Per1p
δὲ	δέ	δέ	I+Part
πρὸς	πρός	πρός	I+Prep
τὴν	τήν	ὁ	DET
