text_form	form	lemma	pos
ܘܠܐ	ܘܠܐ	ܘـ@ܠܵܐ	PART@PART
ܦܬܚ̣	ܦܬܚ	ܦܬܲܚ	V1
ܐܢܘܢ.	ܐܢܘܢ	ܐܸܢܘܿܢ	PRO_pers
ܕܠܘ	ܕܠܘ	ܕـ@ܠܵܘ	PART@ADV
ܪܘܚܐ	ܪܘܚܐ	ܪܘܼܚܵܐ	NOUN
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܕܥ̣ܠ	ܕܥܠ	ܕـ@ܥܲܠ 2	PART@V1
ܡܢ	ܡܢ	ܡܸܢ	PART
ܬܖ̈ܥܐ	ܬܪܥܐ	ܬܲܪܥܵܐ	NOUN
ܕܠܐ	ܕܠܐ	ܕـ@ܠܵܐ	PART@PART
ܚܪܝܢܐ	ܚܪܝܢܐ	ܚܸܪܝܵܢܵܐ	NOUN
ܗܝ܆	ܗܝ	ܗܝܼ	PRO_pers
ܒܣ̣ܪܐ	ܒܣܪܐ	ܒܸܣܪܵܐ	NOUN
ܘܓܖ̈ܡܐ	ܘܓܪܡܐ	ܘـ@ܓܲܪܡܵܐ	PART@NOUN
ܐܝܬ	ܐܝܬ	ܐܝܼܬ	PART
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܠܗ	ܠܗ	ܠـ@ܗܘܼ	PART@PRO_pers
ܓܝܪ	ܓܝܪ	ܓܹܝܪ	PART
ܐܝܟ	ܐܝܟ	ܐܲܝܟ݂	PART
ܕܐܦ	ܕܐܦ	ܕـ@ܐܵܦ	PART@PART
ܐܘ̣ܕܝ.	ܐܘܕܝ	ܐܵܘܕܝܼ	V5
ܐܢ	ܐܢ	ܐܸܢ	PART
ܠܘ	ܠܘ	ܠܵܘ	ADV
ܦܓܪܐ	ܦܓܪܐ	ܦܲܓܪܵܐ	NOUN
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܒܫܪܪܐ	ܒܫܪܪܐ	ܒـ@ܫܪܵܪܵܐ	PART@NOUN
ܐܝܟܢ	ܐܝܟܢ	ܐܲܝܟ݁ܲܢܵܐ	PRO_int
ܓܫ̣ܘܗܝ܆	ܓܫܘܗܝ	ܓܲܫ@ܗܘܼ	V1@PRO_pers
ܘܕܦܓܪܐ	ܘܕܦܓܪܐ	ܘـ@ܕـ@ܦܲܓܪܵܐ	PART@PART@NOUN
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܒܬܖ̈ܥܐ	ܒܬܪܥܐ	ܒـ@ܬܲܪܥܵܐ	PART@NOUN
ܐܚ̣̈ܝܕܐ	ܐܚܝܕܐ	ܐܲܚܝܼܕܵܐ	ADJ
ܐܝܟܢ	ܐܝܟܢ	ܐܲܝܟ݁ܲܢܵܐ	PRO_int
ܥ̣ܠ	ܥܠ	ܥܲܠ 2	V1
ܗܘܐ.	ܗܘܐ	ܗܘܵܐ	V1
ܪܡ̈ܢ	ܪܡܢ	ܪܵܡܵܐ	ADJ
ܐܢܝ̈ܢ	ܐܢܝܢ	ܐܸܢܹܝܢ	PRO_pers
ܡܢ	ܡܢ	ܡܸܢ	PART
ܦܘܫܩܐ	ܦܘܫܩܐ	ܦܘܼܫܵܩܵܐ	NOUN
ܡܘܢ	ܡܘܢ	ܡܵܢܵܐ	PRO_int
ܠܐ̇ܝܢ	ܠܐܝܢ	ܠܐܝܼ	V1
ܐܢܬܘܢ܇	ܐܢܬܘܢ	ܐܲܢ̄ܬ݁ܘܿܢ	PRO_pers
ܦܫܘ̣ܛܘ	ܦܫܘܛܘ	ܦܫܲܛ	V1
ܡܠܬܟܘܢ	ܡܠܬܟܘܢ	ܡܸܠܬ݂ܵܐ@ܐܲܢ̄ܬ݁ܘܿܢ	NOUN@PRO_pers
ܠܡܫ̇ܒܚܘ	ܠܡܫܒܚܘ	ܠـ@ܫܲܒ݁ܲܚ	PART@V3
ܕܠܐ	ܕܠܐ	ܕـ@ܠܵܐ	PART@PART
ܥܘܩܒܐ.	ܥܘܩܒܐ	ܥܘܼܩܵܒܵܐ	NOUN
ܥܕ	ܥܕ	ܥܲܕ	PART
ܫ̇ܚܩ	ܫܚܩ	ܫܚܲܩ	V1
ܐܢܬ	ܐܢܬ	ܐܲܢ̄ܬ݁	PRO_pers
ܥܠ	ܥܠ	ܥܲܠ 1	PART
ܫ̈ܘܐܠܐ	ܫܘܐܠܐ	ܫܘܼܐܵܠܵܐ	NOUN
ܒܣ̈ܓܝܐܬܐ܇	ܒܣܓܝܐܬܐ	ܒـ@ܣܲܓܝܼܐܵܐ	PART@ADJ
ܛ̣ܪ	ܛܪ	ܢܛܲܪ	V1
ܦܘܩ̈ܕܢܐ	ܦܘܩܕܢܐ	ܦܘܼܩܕ݂ܵܢܵܐ	NOUN
ܘܗܐ	ܘܗܐ	ܘـ@ܗܵܐ	PART@INTJ
ܩ̣̇ܕܝܬܗ̇	ܩܕܝܬܗ	ܩܲܕ݁ܝܼ@ܗܝܼ	V3@PRO_pers
ܠܓܡܝܪܘܬܐ..	ܠܓܡܝܪܘܬܐ	ܠـ@ܓܡܝܼܪܘܼܬܵܐ	PART@NOUN
ܗ̣ܒ	ܗܒ	ܝܲܗ̄ܒ	V1
ܬܫܒܘܚܬܐ	ܬܫܒܘܚܬܐ	ܬܸܫܒܘܿܚܬ݁ܐ	NOUN
ܟܕ	ܟܕ	ܟܲܕ	PART
ܣ̇ܓܕ	ܣܓܕ	ܣܓܸܕ	V1
ܐܢܬ	ܐܢܬ	ܐܲܢ̄ܬ݁	PRO_pers
ܥܠ	ܥܠ	ܥܲܠ 1	PART
ܦܘܪܩܢܟ܆	ܦܘܪܩܢܟ	ܦܘܼܪܩܵܢܵܐ@ܐܲܢ̄ܬ݁	NOUN@PRO_pers
ܠܐ	ܠܐ	ܠܵܐ	PART
ܕܝܢ	ܕܝܢ	ܕܹܝܢ	PART
ܬܒ̣ܨܐ	ܬܒܨܐ	ܒܨܵܐ	V1
ܟܕ	ܟܕ	ܟܲܕ	PART
ܫ̇ܚܩ	ܫܚܩ	ܫܚܲܩ	V1
ܐܢܬ	ܐܢܬ	ܐܲܢ̄ܬ݁	PRO_pers
ܥܠ	ܥܠ	ܥܲܠ 1	PART
ܦܪܘܩܟ.	ܦܪܘܩܟ	ܦܵܪܘܿܩܵܐ@ܐܲܢ̄ܬ݁	NOUN@PRO_pers
ܦܬܚ	ܦܬܚ	ܦܬܲܚ	V1
ܣܦ̈ܘܬܟ	ܣܦܘܬܟ	ܣܸܦ݂ܬ݂ܵܐ@ܐܲܢ̄ܬ݁	NOUN@PRO_pers
ܠܡܫ̇ܒܚܘ	ܠܡܫܒܚܘ	ܠـ@ܫܲܒ݁ܲܚ	PART@V3
ܦܪܘܫܐܝܬ܆	ܦܪܘܫܐܝܬ	ܦܵܪܘܿܫܵܐܝܼܬ	ADV
ܠܒܪܐ	ܠܒܪܐ	ܠـ@ܒܪܵܐ 1	PART@NOUN
ܕܥ̣ܠ	ܕܥܠ	ܕـ@ܥܲܠ 2	PART@V1
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܒܬܖ̈ܥܐ	ܒܬܪܥܐ	ܒـ@ܬܲܪܥܵܐ	PART@NOUN
ܐܚ̣̈ܝܕܐ	ܐܚܝܕܐ	ܐܲܚܝܼܕܵܐ	ADJ
ܨܝܕ	ܨܝܕ	ܨܹܝܕ	PART
ܬܠܡ̈ܝܕܐ.	ܬܠܡܝܕܐ	ܬܲܠܡܝܼܕܵܐ	NOUN
ܫ̣ܪܐ	ܫܪܐ	ܫܪܵܐ	V1
ܒܥܠܝ̣ܬܐ	ܒܥܠܝܬܐ	ܒـ@ܥ̤ܠܝܼܬܵܐ	PART@NOUN
ܘܠܐ	ܘܠܐ	ܘـ@ܠܵܐ	PART@PART
ܙܥ̣ܘ	ܙܥܘ	ܙܵܥ	V1
ܣܘܟܖ̈ܝܗ̇	ܣܘܟܪܝܗ	ܣܘܼܟ݁ܪܵܐ@ܗܝܼ	NOUN@PRO_pers
ܕܐܚ̣ܝܕܐ	ܕܐܚܝܕܐ	ܕـ@ܐܲܚܝܼܕܵܐ	PART@ADJ
ܗܘܬ܆	ܗܘܬ	ܗܘܵܐ	V1
ܢܫ̣ܪܐ	ܢܫܪܐ	ܫܪܵܐ	V1
ܒܢܦܫܟ	ܒܢܦܫܟ	ܒـ@ܢܲܦܫܵܐ@ܐܲܢ̄ܬ݁	PART@NOUN@PRO_pers
ܟܕ	ܟܕ	ܟܲܕ	PART
ܚ̈ܘܫܒܝܗ̇	ܚܘܫܒܝܗ	ܚܘܼܫܵܒܵܐ@ܗܝܼ	NOUN@PRO_pers
ܠܐ	ܠܐ	ܠܵܐ	PART
ܡܫܬܓܫܝܢ.	ܡܫܬܓܫܝܢ	ܐܸܫܬܓܸܫ	V2
ܠܐ	ܠܐ	ܠܵܐ	PART
ܦܬܚ̣	ܦܬܚ	ܦܬܲܚ	V1
ܬܖ̈ܥܐ	ܬܪܥܐ	ܬܲܪܥܵܐ	NOUN
ܟܕ	ܟܕ	ܟܲܕ	PART
ܥ̇ܐܠ	ܥܐܠ	ܥܲܠ 2	V1
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܨܝܕ	ܨܝܕ	ܨܹܝܕ	PART
ܬܠܡ̈ܝܕܐ܆	ܬܠܡܝܕܐ	ܬܲܠܡܝܼܕܵܐ	NOUN
ܠܐ	ܠܐ	ܠܵܐ	PART
ܢܗܘܘܢ	ܢܗܘܘܢ	ܗܘܵܐ	V1
ܒܟ	ܒܟ	ܒـ@ܐܲܢ̄ܬ݁	PART@PRO_pers
ܣ̈ܕܩܐ	ܣܕܩܐ	ܣܸܕܩܵܐ	NOUN
ܘܟܫ̈ܠ̣ܐ	ܘܟܫܠܐ	ܘـ@ܟܸܫܠܵܐ	PART@NOUN
ܟܕ	ܟܕ	ܟܲܕ	PART
ܣ̇ܓܕ	ܣܓܕ	ܣܓܸܕ	V1
ܐܢܬ.	ܐܢܬ	ܐܲܢ̄ܬ݁	PRO_pers
ܦ̣ܪܩ	ܦܪܩ	ܦܪܲܩ	V1
ܠܫܒ̣ܝܬܐ	ܠܫܒܝܬܐ	ܠـ@ܫܒܝܼܬܵܐ	PART@NOUN
ܘܗܦܟܬ݀	ܘܗܦܟܬ	ܘـ@ܗܦܲܟ	PART@V1
ܕܬܐܬܐ	ܕܬܐܬܐ	ܕـ@ܐܸܬܵܐ	PART@V1
ܒܥܘܫܢܐ	ܒܥܘܫܢܐ	ܒـ@ܥܘܼܫܢܵܐ	PART@NOUN
ܩܫܬܗ܆	ܩܫܬܗ	ܩܸܫܬ݁ܵܐ@ܗܘܼ	NOUN@PRO_pers
ܘܥ̣ܠ	ܘܥܠ	ܘـ@ܥܲܠ 2	PART@V1
ܕܢ̇ܠܒܛ	ܕܢܠܒܛ	ܕـ@ܠܲܒܸ݁ܛ	PART@V3
ܠܖ̈ܒܝ	ܠܪܒܝ	ܠـ@ܪܲܒ݁ܵܐ	PART@ADJ
ܚܝܠܗ	ܚܝܠܗ	ܚܲܝܠܵܐ@ܗܘܼ	NOUN@PRO_pers
ܥܠ	ܥܠ	ܥܲܠ 1	PART
ܙܟܘܬܐ.	ܙܟܘܬܐ	ܙܵܟܘܼܬܵܐ	NOUN
ܥ̣ܠ	ܥܠ	ܥܲܠ 2	V1
ܡܢ	ܡܢ	ܡܸܢ	PART
ܫܠ̣ܝܐ	ܫܠܝܐ	ܫܸܠܝܵܐ	NOUN
ܘܩ̣ܡ	ܘܩܡ	ܘـ@ܩܵܡ	PART@V1
ܒܡܨܥܬܐ	ܒܡܨܥܬܐ	ܒـ@ܡܨܲܥܬܵܐ	PART@NOUN
ܘܠܐ	ܘܠܐ	ܘـ@ܠܵܐ	PART@PART
ܐܪܓ̣ܫܘ	ܐܪܓܫܘ	ܐܲܪܓܸܫ	V5
ܒܗ܆	ܒܗ	ܒـ@ܗܘܼ	PART@PRO_pers
ܕܒܬܕܡܘܪܬܐ	ܕܒܬܕܡܘܪܬܐ	ܕـ@ܒـ@ܬܸܕܡܘܿܪܬܵܐ	PART@PART@NOUN
ܢ̣ܪܕܘܦ	ܢܪܕܘܦ	ܪܕܲܦ	V1
ܩ̣ܢܛܐ	ܩܢܛܐ	ܩܸܢܛܵܐ	NOUN
ܕܖ̈ܥܝܢܝܗܘܢ.	ܕܪܥܝܢܝܗܘܢ	ܕـ@ܪܸܥܝܵܢܵܐ@ܗܸܢܘܿܢ	PART@NOUN@PRO_pers
ܫܠ̇ܡܐ	ܫܠܡܐ	ܫܠܵܡܵܐ	NOUN
ܥܡܟܘܢ	ܥܡܟܘܢ	ܥܲܡ@ܐܲܢ̄ܬ݁ܘܿܢ	PART@PRO_pers
ܐܡ̇ܪ	ܐܡܪ	ܐܸܡܲܪ	V1
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܠܗܘܢ	ܠܗܘܢ	ܠـ@ܗܸܢܘܿܢ	PART@PRO_pers
ܡܪܐ	ܡܪܐ	ܡܵܪܵܐ	NOUN
ܫܠ̇ܡܐ܆	ܫܠܡܐ	ܫܠܵܡܵܐ	NOUN
ܕܢܙܠܘ̣ܚ	ܕܢܙܠܘܚ	ܕـ@ܙܠܲܚ	PART@V1
ܫܝܢܐ	ܫܝܢܐ	ܫܲܝܢܵܐ	NOUN
ܒܖ̈ܥܝܢܝܗܘܢ	ܒܪܥܝܢܝܗܘܢ	ܒـ@ܪܸܥܝܵܢܵܐ@ܗܸܢܘܿܢ	PART@NOUN@PRO_pers
ܕܫܓܝ̣ܫܝܢ	ܕܫܓܝܫܝܢ	ܕـ@ܫܓܝܼܫܵܐ	PART@ADJ
ܗܘܘ.	ܗܘܘ	ܗܘܵܐ	V1
ܚ̣̇ܘܝ	ܚܘܝ	ܚܵܘܝܼ	V3
ܐܢܘܢ	ܐܢܘܢ	ܐܸܢܘܿܢ	PRO_pers
ܒ̈ܙܥܐ	ܒܙܥܐ	ܒ̤ܙܥܵܐ	NOUN
ܕܐܝ̈ܕܘܗܝ	ܕܐܝܕܘܗܝ	ܕـ@ܐܝܼܕܵܐ@ܗܘܼ	PART@NOUN@PRO_pers
ܚܒܝܒܐܝܬ܆	ܚܒܝܒܐܝܬ	ܚܲܒ݁ܝܼܒܵܐܝܼܬ	ADV
ܕܠܐ	ܕܠܐ	ܕـ@ܠܵܐ	PART@PART
ܢܬܦ̇ܠܓܘܢ	ܢܬܦܠܓܘܢ	ܐܸܬܦܲܠܲܓ	V4
ܡܛܠ	ܡܛܠ	ܡܸܛܘܿܠ	PART
ܩ̣ܛܠܗ	ܩܛܠܗ	ܩܸܛܠܵܐ@ܗܘܼ	NOUN@PRO_pers
ܘܙܩܝܦܘܬܗ.	ܘܙܩܝܦܘܬܗ	ܘـ@ܙܩܝܼܦܘܼܬܵܐ@ܗܘܼ	PART@NOUN@PRO_pers
ܓ̣ܠܐ	ܓܠܐ	ܓܠܵܐ	V1
ܩܘܕܡܝܗܘܢ	ܩܘܕܡܝܗܘܢ	ܩܘܼܕܡܵܐ@ܗܸܢܘܿܢ	NOUN@PRO_pers
ܐܬ̇ܐ	ܐܬܐ	ܐܵܬ݂ܵܐ	NOUN
ܕܣܛܪܗ	ܕܣܛܪܗ	ܕـ@ܣܸܛܪܵܐ@ܗܘܼ	PART@NOUN@PRO_pers
ܢܫ̇ܪܪ	ܢܫܪܪ	ܫܲܪܲܪ	V3
ܐܢܘܢ܆	ܐܢܘܢ	ܐܸܢܘܿܢ	PRO_pers
ܕܙܟ̣ܐ	ܕܙܟܐ	ܕـ@ܙܟܵܐ	PART@V1
ܠܚ̣ܫ̈ܐ	ܠܚܫܐ	ܠـ@ܚܲܫܵܐ	PART@NOUN
ܕܨܠܝܒܘܬܐ	ܕܨܠܝܒܘܬܐ	ܕـ@ܨܠܝܼܒܘܼܬܵܐ	PART@NOUN
ܘܥܒ̣ܪ	ܘܥܒܪ	ܘـ@ܥܒܲܪ	PART@V1
ܐܢܘܢ.	ܐܢܘܢ	ܐܸܢܘܿܢ	PRO_pers
ܒܪ	ܒܪ	ܒܪܵܐ 1	NOUN
ܡܠܟܘܬܐ	ܡܠܟܘܬܐ	ܡܲܠܟܘܼܬܵܐ	NOUN
ܕܐܪܥ̣	ܕܐܪܥ	ܕـ@ܐܲܪܲܥ	PART@V1
ܩܐܪܣܐ	ܩܐܪܣܐ	ܩܹܐܪܣܵܐ	NOUN
ܐܝܟ	ܐܝܟ	ܐܲܝܟ݂	PART
ܟܫܝܪܐ܆	ܟܫܝܪܐ	ܟܲܫܝܼܪܵܐ	ADJ
ܘܒܡ̈ܚܘܬܗ	ܘܒܡܚܘܬܗ	ܘـ@ܒـ@ܡܚܘܿܬܵܐ@ܗܘܼ	PART@PART@NOUN@PRO_pers
ܦ̣ܪܩ	ܦܪܩ	ܦܪܲܩ	V1
ܓܠܘܬܐ	ܓܠܘܬܐ	ܓܵܠܘܼܬܵܐ	NOUN
ܡܢ	ܡܢ	ܡܸܢ	PART
ܫ̈ܒ̣̇ܝܐ..	ܫܒܝܐ	ܫܲܒ݁ܵܝܵܐ	NOUN
ܣ̣ܕܪ	ܣܕܪ	ܣܕܲܪ	V1
ܫ̈ܘܡܬܗ	ܫܘܡܬܗ	ܫܘܼܡܬܵܐ@ܗܘܼ	NOUN@PRO_pers
ܕܬܚ̣ܙܐ	ܕܬܚܙܐ	ܕـ@ܚܙܵܐ	PART@V1
ܦܪܝܩ̣ܬܐ	ܦܪܝܩܬܐ	ܦܪܝܼܩܵܐ	ADJ
ܚ̈ܫܐ	ܚܫܐ	ܚܲܫܵܐ	NOUN
ܕܣ̣ܒܠ܆	ܕܣܒܠ	ܕـ@ܣܒܲܠ	PART@V1
ܘܒܐܝܢܐ	ܘܒܐܝܢܐ	ܘـ@ܒـ@ܐܲܝܢܵܐ	PART@PART@PRO_int
ܥܡ̣ܠܐ	ܥܡܠܐ	ܥܲܡܠܵܐ	NOUN
ܗ̣ܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܦܘܪܩܢܗ̇	ܦܘܪܩܢܗ	ܦܘܼܪܩܵܢܵܐ@ܗܝܼ	NOUN@PRO_pers
ܡܢ	ܡܢ	ܡܸܢ	PART
ܖ̈ܕܘܦܐ.	ܪܕܘܦܐ	ܪܵܕܘ݁ܦܵܐ	NOUN
ܓ̣ܠܐ	ܓܠܐ	ܓܠܵܐ	V1
ܡܚ̈ܘܬܗ	ܡܚܘܬܗ	ܡܚܘܿܬܵܐ@ܗܘܼ	NOUN@PRO_pers
ܟܕ	ܟܕ	ܟܲܕ	PART
ܚ̇ܝܪܝܢ	ܚܝܪܝܢ	ܚܵܪ	V1
ܒܗ	ܒܗ	ܒـ@ܗܘܼ	PART@PRO_pers
ܖ̈ܒܝ	ܪܒܝ	ܪܲܒ݁ܵܐ	ADJ
ܚ̈ܝܠܐ܆	ܚܝܠܐ	ܚܲܝܠܵܐ	NOUN
ܕܢܚ̣ܙܘܢ	ܕܢܚܙܘܢ	ܕـ@ܚܙܵܐ	PART@V1
ܚܘ̣ܒܗ	ܚܘܒܗ	ܚܘܼܒ݁ܵܐ@ܗܘܼ	NOUN@PRO_pers
ܕܟܡܐ	ܕܟܡܐ	ܕـ@ܟܡܵܐ	PART@PRO_int
ܣܝܒܪ	ܣܝܒܪ	ܣܲܝܒܲ݁ܪ	V13
ܡܢ	ܡܢ	ܡܸܢ	PART
ܫܒ̈ܝܐ.	ܫܒܝܐ	ܫܲܒ݁ܵܝܵܐ	NOUN
ܫܠ̇ܡܐ	ܫܠܡܐ	ܫܠܵܡܵܐ	NOUN
ܥܡܟܘܢ	ܥܡܟܘܢ	ܥܲܡ@ܐܲܢ̄ܬ݁ܘܿܢ	PART@PRO_pers
ܦܘܩ̣ܘ	ܦܘܩܘ	ܢܦܲܩ	V1
ܙܠ̣ܘ	ܙܠܘ	ܐܸܙܲܠ	V1
ܐܟ̣ܪܙܘ	ܐܟܪܙܘ	ܐܲܟܪܸܙ	V5
ܥܠ	ܥܠ	ܥܲܠ 1	PART
ܙܟܘܬܐ܆	ܙܟܘܬܐ	ܙܵܟܘܼܬܵܐ	NOUN
ܦ̣ܢܬ	ܦܢܬ	ܦܢܵܐ	V1
ܠܗ̇	ܠܗ	ܠـ@ܗܝܼ	PART@PRO_pers
ܫܒܝ̣ܬܐ	ܫܒܝܬܐ	ܫܒܝܼܬܵܐ	NOUN
ܣܝ̣ܡܘ	ܣܝܡܘ	ܣܵܡ	V1
ܐܦܝ̈ܟܘܢ	ܐܦܝܟܘܢ	ܐܲܦܹ݁̈ܐ@ܐܲܢ̄ܬ݁ܘܿܢ	NOUN@PRO_pers
ܠܡܣ̇ܒܪܘ.	ܠܡܣܒܪܘ	ܠـ@ܣܲܒ݁ܲܪ 2	PART@V3
ܗܐ	ܗܐ	ܗܵܐ	INTJ
ܡ̈ܚܘܬܐ	ܡܚܘܬܐ	ܡܚܘܿܬܵܐ	NOUN
ܐܬ̇ܐ	ܐܬܐ	ܐܵܬ݂ܵܐ	NOUN
ܕܩܐܪܣܐ	ܕܩܐܪܣܐ	ܕـ@ܩܹܐܪܣܵܐ	PART@NOUN
ܕܟܡܐ	ܕܟܡܐ	ܕـ@ܟܡܵܐ	PART@PRO_int
ܩ̇ܡܬ܆	ܩܡܬ	ܩܵܡ	V1
ܘܕܦ̇ܪܩܬ	ܘܕܦܪܩܬ	ܘـ@ܕـ@ܦܪܲܩ	PART@PART@V1
ܠܝ	ܠܝ	ܠـ@ܐܸܢܵܐ	PART@PRO_pers
ܫܦܝܪ	ܫܦܝܪ	ܫܲܦ݁ܝܼܪܵܐ	ADJ
ܒ̇ܠܥܬ	ܒܠܥܬ	ܒܠܲܥ	V1
ܐܦܢ	ܐܦܢ	ܐܵܦ@ܐܸܢ	PART@PART
ܚ̇ܫܬ.	ܚܫܬ	ܚܲܫ	V1
ܐܠܘ	ܐܠܘ	ܐܸܠܘܼ	PART
ܒ̇ܠܥܬ	ܒܠܥܬ	ܒܠܲܥ	V1
ܟܕ	ܟܕ	ܟܲܕ	PART
ܠܐ	ܠܐ	ܠܵܐ	PART
ܦ̇ܪܩܬ	ܦܪܩܬ	ܦܪܲܩ	V1
ܓ̇ܘܢܝܐ	ܓܘܢܝܐ	ܓܘ̣ܢܵܝܵܐ	NOUN
ܗܘܐ܆	ܗܘܐ	ܗܘܵܐ	V1
ܘܗܫܐ	ܘܗܫܐ	ܘـ@ܗܵܫܵܐ	PART@ADV
ܕܦ̇ܪܩܬ	ܕܦܪܩܬ	ܕـ@ܦܪܲܩ	PART@V1
ܡܢ	ܡܢ	ܡܸܢ	PART
ܡ̈ܚܘܬܐ	ܡܚܘܬܐ	ܡܚܘܿܬܵܐ	NOUN
ܠܐ	ܠܐ	ܠܵܐ	PART
ܢ̇ܟܦ	ܢܟܦ	ܢܟܲܦ	V1
ܐܢ̣ܐ.	ܐܢܐ	ܐܸܢܵܐ	PRO_pers
ܩܐܪܣܐ	ܩܐܪܣܐ	ܩܹܐܪܣܵܐ	NOUN
ܪܒܐ	ܪܒܐ	ܪܲܒ݁ܵܐ	ADJ
ܦܓܥ	ܦܓܥ	ܦܓܲܥ	V1
ܒܝ	ܒܝ	ܒـ@ܐܸܢܵܐ	PART@PRO_pers
ܘܙܟ̇ܝܬ	ܘܙܟܝܬ	ܘـ@ܙܟܵܐ	PART@V1
ܓܢܒܪܐܝܬ܆	ܓܢܒܪܐܝܬ	ܓܲܢ̄ܒ݁ܵܪܵܐܝܼܬ	ADV
ܘܟܕ	ܘܟܕ	ܘـ@ܟܲܕ	PART@PART
ܛ̇ܒ	ܛܒ	ܛܵܒ	ADV
ܒ̇ܠܥܬ	ܒܠܥܬ	ܒܠܲܥ	V1
ܡܢ	ܡܢ	ܡܸܢ	PART
ܖ̈ܕܘܦܐ	ܪܕܘܦܐ	ܪܵܕܘ݁ܦܵܐ	NOUN
ܫܒ̣ܝܬܐ	ܫܒܝܬܐ	ܫܒܝܼܬܵܐ	NOUN
ܐ̇ܦܢܝܬ.	ܐܦܢܝܬ	ܐܲܦܢܝܼ	V5
ܦܘܩ̣ܘ	ܦܘܩܘ	ܢܦܲܩ	V1
ܐܬܓܢ̇ܒܪܘ	ܐܬܓܢܒܪܘ	ܐܸܬܓܲܢ̄ܒ݁ܲܪ	V30
ܥܠ	ܥܠ	ܥܲܠ 1	PART
ܙܟܘܬܐ	ܙܟܘܬܐ	ܙܵܟܘܼܬܵܐ	NOUN
ܒܥܠܡܐ	ܒܥܠܡܐ	ܒـ@ܥܵܠܡܵܐ	PART@NOUN
ܟܠܗ܆	ܟܠܗ	ܟܘܿܠ@ܗܘܼ	PRO_ind@PRO_pers
ܩ̣ܪܘ	ܩܪܘ	ܩܪܵܐ 1	V1
ܠܫܒܝܬܐ	ܠܫܒܝܬܐ	ܠـ@ܫܒܝܼܬܵܐ	PART@NOUN
ܕܠܐ	ܕܠܐ	ܕـ@ܠܵܐ	PART@PART
ܬܘܒ	ܬܘܒ	ܬܘܼܒ	ADV
ܬܦ̣ܗܐ	ܬܦܗܐ	ܦܗܵܐ	V1
ܒܝܬ	ܒܝܬ	ܒܲܝܢܲܝ	PART
ܬܘܩ̈ܠܬܐ.	ܬܘܩܠܬܐ	ܬܘܼܩܠܬܵܐ	NOUN
ܐܠܒ̣ܫ	ܐܠܒܫ	ܐܲܠܒܸܫ	V5
ܐܢܘܢ	ܐܢܘܢ	ܐܸܢܘܿܢ	PRO_pers
ܙܝܢܐ	ܙܝܢܐ	ܙܲܝܢܵܐ	NOUN
ܕܪܘܚܐ	ܕܪܘܚܐ	ܕـ@ܪܘܼܚܵܐ	PART@NOUN
ܒܡܦܘܚܝܬܗ܆	ܒܡܦܘܚܝܬܗ	ܒـ@ܡܲܦ݁ܘܼܚܝܼܬܵܐ@ܗܘܼ	PART@NOUN@PRO_pers
ܕܡܢ	ܕܡܢ	ܕـ@ܡܸܢ	PART@PART
ܟܠ	ܟܠ	ܟܘܿܠ	PRO_ind
ܓܝ̈ܣ̣ܝܢ	ܓܝܣܝܢ	ܓܲܝܣܵܐ	NOUN
ܕܒܥܠܕܐܪܐ	ܕܒܥܠܕܐܪܐ	ܕـ@ܒܥܸܠܕܲܪܵܐ	PART@NOUN
ܠܐ	ܠܐ	ܠܵܐ	PART
ܢܬܚ̇ܣܢܘܢ܀	ܢܬܚܣܢܘܢ	ܐܸܬܚܣܸܢ	V2
ܚܕ	ܚܕ	ܚܲܕ	CARD
ܡܢܗܘܢ	ܡܢܗܘܢ	ܡܸܢ@ܗܸܢܘܿܢ	PART@PRO_pers
ܕܝܢ	ܕܝܢ	ܕܹܝܢ	PART
ܠܘ	ܠܘ	ܠܵܘ	ADV
ܬܡܢ	ܬܡܢ	ܬܲܡܵܢ	ADV
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܕܐܝܬܘܗܝ	ܕܐܝܬܘܗܝ	ܕـ@ܐܝܼܬ@ܗܘܼ	PART@PART@PRO_pers
ܬܐܘܡܐ܆	ܬܐܘܡܐ	ܬܐܘܡܐ	NAME_ant
ܕܐܦ	ܕܐܦ	ܕـ@ܐܵܦ	PART@PART
ܗܝ̣	ܗܝ	ܗܝܼ	PRO_pers
ܗܕܐ	ܗܕܐ	ܗܵܕܸܐ	PRO_dem
ܒܚܟܝܡܘܬܗ	ܒܚܟܝܡܘܬܗ	ܒـ@ܚܲܟ݁ܝܼܡܘܼܬܵܐ@ܗܘܼ	PART@NOUN@PRO_pers
ܕܒܪܐ	ܕܒܪܐ	ܕـ@ܒܪܵܐ 1	PART@NOUN
ܩ̇ܡܬ݀.	ܩܡܬ	ܩܵܡ	V1
ܟܕ	ܟܕ	ܟܲܕ	PART
